,rpm,wat
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,4.0
29,0.0,4.0
30,0.0,4.0
31,0.0,4.0
32,0.0,4.0
33,0.0,4.0
34,0.0,4.0
35,0.0,4.0
36,0.0,4.0
37,0.0,4.0
38,0.0,4.0
39,0.0,4.0
40,0.0,4.0
41,0.0,4.0
42,0.0,4.0
43,0.0,4.0
44,0.0,4.0
45,0.0,4.0
46,0.0,4.0
47,0.0,4.0
48,0.0,4.0
49,0.0,4.0
50,0.0,4.0
51,0.0,4.0
52,0.0,4.0
53,0.0,4.0
54,0.0,4.0
55,0.0,4.0
56,0.0,4.0
57,7.0,224.0
58,7.0,224.0
59,7.0,224.0
60,7.0,224.0
61,7.0,224.0
62,7.0,224.0
63,7.0,224.0
64,7.0,224.0
65,7.0,224.0
66,7.0,224.0
67,7.0,224.0
68,7.0,224.0
69,7.0,224.0
70,7.0,224.0
71,7.0,224.0
72,7.0,224.0
73,7.0,224.0
74,7.0,224.0
75,7.0,224.0
76,7.0,224.0
77,7.0,224.0
78,7.0,224.0
79,7.0,224.0
80,7.0,224.0
81,7.0,224.0
82,7.0,224.0
83,7.0,224.0
84,7.0,224.0
85,7.0,224.0
86,85.0,379.0
87,85.0,379.0
88,85.0,379.0
89,85.0,379.0
90,85.0,379.0
91,85.0,379.0
92,85.0,379.0
93,85.0,379.0
94,85.0,379.0
95,85.0,379.0
96,85.0,379.0
97,85.0,379.0
98,85.0,379.0
99,85.0,379.0
100,85.0,379.0
101,85.0,379.0
102,85.0,379.0
103,85.0,379.0
104,85.0,379.0
105,85.0,379.0
106,85.0,379.0
107,85.0,379.0
108,85.0,379.0
109,85.0,379.0
110,85.0,379.0
111,85.0,379.0
112,85.0,379.0
113,85.0,379.0
114,85.0,379.0
115,85.0,379.0
116,93.0,642.0
117,93.0,642.0
118,93.0,642.0
119,93.0,642.0
120,93.0,642.0
121,93.0,642.0
122,93.0,642.0
123,93.0,642.0
124,93.0,642.0
125,93.0,642.0
126,93.0,642.0
127,93.0,642.0
128,93.0,642.0
129,93.0,642.0
130,93.0,642.0
131,93.0,642.0
132,93.0,642.0
133,93.0,642.0
134,93.0,642.0
135,93.0,642.0
136,93.0,642.0
137,93.0,642.0
138,93.0,642.0
139,93.0,642.0
140,93.0,642.0
141,93.0,642.0
142,93.0,642.0
143,93.0,642.0
144,93.0,642.0
145,106.0,733.0
146,106.0,733.0
147,106.0,733.0
148,106.0,733.0
149,106.0,733.0
150,106.0,733.0
151,106.0,733.0
152,106.0,733.0
153,106.0,733.0
154,106.0,733.0
155,106.0,733.0
156,106.0,733.0
157,106.0,733.0
158,106.0,733.0
159,106.0,733.0
160,106.0,733.0
161,106.0,733.0
162,106.0,733.0
163,106.0,733.0
164,106.0,733.0
165,106.0,733.0
166,106.0,733.0
167,106.0,733.0
168,106.0,733.0
169,106.0,733.0
170,106.0,733.0
171,106.0,733.0
172,106.0,733.0
173,106.0,733.0
174,113.0,901.0
175,113.0,901.0
176,113.0,901.0
177,113.0,901.0
178,113.0,901.0
179,113.0,901.0
180,113.0,901.0
181,113.0,901.0
182,113.0,901.0
183,113.0,901.0
184,113.0,901.0
185,113.0,901.0
186,113.0,901.0
187,113.0,901.0
188,113.0,901.0
189,113.0,901.0
190,113.0,901.0
191,113.0,901.0
192,113.0,901.0
193,113.0,901.0
194,113.0,901.0
195,113.0,901.0
196,113.0,901.0
197,113.0,901.0
198,113.0,901.0
199,113.0,901.0
200,113.0,901.0
201,113.0,901.0
202,113.0,901.0
203,113.0,901.0
204,113.0,901.0
205,113.0,901.0
206,113.0,901.0
207,113.0,901.0
208,113.0,901.0
209,113.0,901.0
210,113.0,901.0
211,113.0,901.0
212,113.0,901.0
213,113.0,901.0
214,113.0,901.0
215,113.0,901.0
216,113.0,901.0
217,113.0,901.0
218,113.0,901.0
219,113.0,901.0
220,113.0,901.0
221,112.0,797.0
222,112.0,797.0
223,112.0,797.0
224,112.0,797.0
225,112.0,797.0
226,112.0,797.0
227,112.0,797.0
228,112.0,797.0
229,112.0,797.0
230,112.0,797.0
231,112.0,797.0
232,112.0,797.0
233,112.0,797.0
234,112.0,797.0
235,112.0,797.0
236,112.0,797.0
237,112.0,797.0
238,117.0,804.0
239,117.0,804.0
240,117.0,804.0
241,117.0,804.0
242,117.0,804.0
243,117.0,804.0
244,117.0,804.0
245,117.0,804.0
246,117.0,804.0
247,117.0,804.0
248,117.0,804.0
249,117.0,804.0
250,117.0,804.0
251,117.0,804.0
252,117.0,804.0
253,117.0,804.0
254,117.0,804.0
255,117.0,804.0
256,117.0,804.0
257,117.0,804.0
258,117.0,804.0
259,117.0,804.0
260,117.0,804.0
261,117.0,804.0
262,117.0,804.0
263,117.0,804.0
264,117.0,804.0
265,117.0,804.0
266,117.0,804.0
267,123.0,855.0
268,123.0,855.0
269,123.0,855.0
270,123.0,855.0
271,123.0,855.0
272,123.0,855.0
273,123.0,855.0
274,123.0,855.0
275,123.0,855.0
276,123.0,855.0
277,123.0,855.0
278,123.0,855.0
279,123.0,855.0
280,123.0,855.0
281,123.0,855.0
282,123.0,855.0
283,123.0,855.0
284,123.0,855.0
285,123.0,855.0
286,123.0,855.0
287,123.0,855.0
288,123.0,855.0
289,123.0,855.0
290,123.0,855.0
291,123.0,855.0
292,123.0,855.0
293,123.0,855.0
294,123.0,855.0
295,123.0,855.0
296,123.0,855.0
297,91.0,772.0
298,91.0,772.0
299,91.0,772.0
300,91.0,772.0
301,91.0,772.0
302,91.0,772.0
303,91.0,772.0
304,91.0,772.0
305,91.0,772.0
306,91.0,772.0
307,91.0,772.0
308,91.0,772.0
309,91.0,772.0
310,91.0,772.0
311,91.0,772.0
312,91.0,772.0
313,91.0,772.0
314,91.0,772.0
315,91.0,772.0
316,91.0,772.0
317,91.0,772.0
318,91.0,772.0
319,91.0,772.0
320,91.0,772.0
321,91.0,772.0
322,91.0,772.0
323,91.0,772.0
324,91.0,772.0
325,91.0,772.0
326,105.0,673.0
327,105.0,673.0
328,105.0,673.0
329,105.0,673.0
330,105.0,673.0
331,105.0,673.0
332,105.0,673.0
333,105.0,673.0
334,105.0,673.0
335,105.0,673.0
336,105.0,673.0
337,105.0,673.0
338,105.0,673.0
339,105.0,673.0
340,105.0,673.0
341,105.0,673.0
342,105.0,673.0
343,105.0,673.0
344,105.0,673.0
345,105.0,673.0
346,105.0,673.0
347,105.0,673.0
348,105.0,673.0
349,105.0,673.0
350,105.0,673.0
351,105.0,673.0
352,105.0,673.0
353,105.0,673.0
354,105.0,673.0
355,110.0,686.0
356,110.0,686.0
357,110.0,686.0
358,110.0,686.0
359,110.0,686.0
360,110.0,686.0
361,110.0,686.0
362,110.0,686.0
363,110.0,686.0
364,110.0,686.0
365,110.0,686.0
366,110.0,686.0
367,110.0,686.0
368,110.0,686.0
369,110.0,686.0
370,110.0,686.0
371,110.0,686.0
372,110.0,686.0
373,110.0,686.0
374,110.0,686.0
375,110.0,686.0
376,110.0,686.0
377,110.0,686.0
378,110.0,686.0
379,110.0,686.0
380,110.0,686.0
381,110.0,686.0
382,110.0,686.0
383,110.0,686.0
384,110.0,686.0
385,105.0,554.0
386,105.0,554.0
387,105.0,554.0
388,105.0,554.0
389,105.0,554.0
390,105.0,554.0
391,105.0,554.0
392,105.0,554.0
393,105.0,554.0
394,105.0,554.0
395,105.0,554.0
396,105.0,554.0
397,105.0,554.0
398,105.0,554.0
399,105.0,554.0
400,105.0,554.0
401,105.0,554.0
402,105.0,554.0
403,105.0,554.0
404,105.0,554.0
405,105.0,554.0
406,105.0,554.0
407,105.0,554.0
408,105.0,554.0
409,105.0,554.0
410,105.0,554.0
411,105.0,554.0
412,105.0,554.0
413,105.0,554.0
414,101.0,633.0
415,101.0,633.0
416,101.0,633.0
417,101.0,633.0
418,101.0,633.0
419,101.0,633.0
420,101.0,633.0
421,101.0,633.0
422,101.0,633.0
423,101.0,633.0
424,101.0,633.0
425,101.0,633.0
426,101.0,633.0
